Category;Joke title;Joke; Rounded length of joke in tens of chars;;;
Blue Collar;Food for the Hungry;"Three drifters are roaming the countryside for some time. They come upon a small farmhouse with crops planted around it. They are very hungry, thirsty, and tired so the first guy suggests they steal some food. 

The second says they should ask for food, so he then goes up and knocks on the door and an old, ugly lady answers. He asks for food and she agrees - but only under one condition. They must have sex with her. 

The first drifter says no, the lady is too ugly, and goes back into the woods. 

The third guy is very hungry and agrees. He enters the cottage and goes into a corner near a pile of corn to transact his business with the old lady. The old lady is ready, but the guy says he'll only do it if she's blindfolded. 

So she puts on a blindfold and bends over. Quickly the guy grabs an ear of corn and sticks it inside the old lady, then throws it out the window. The woman says, ""Again,"" and the man does the same thing. Satisfied, she gives the man some food and he leaves. As he is walking out of the farmhouse, he comes upon the other two guys. 

""Guess what?"" the first guy says, ""while you screwed that old hag we found two ears of cream corn!""";117;;;
Blue Collar;Under the Bed;"Three guys all think that their wives are cheating on them.

The first guy thinks his wife is screwing a plumber because he found a tool belt under his bed.

The second guy thinks his wife is screwing a judge because he found a robe and gavel under his bed.

The third guy says, ""That's nothing! I came home and found a cowboy under my bed. I can't believe my wife is screwing a horse.""";39;;;
Blue Collar;Redneck Honeymoon Suite;"A redneck couple goes to a hotel for their honeymoon. The husband goes to the front desk and stresses that this is a very important occasion and they'll need a deluxe suite.

The clerk says, ""Well, I can give you the bridal.

The fellow thinks a moment and replies, ""No, that's not necessary. I'll just hold onto her ears until she gets used to it.""";35;;;
Blue Collar;Hugh Fink: Classic Country;You've been listening to Rossini's Overture, 'La Gazza Ladra,' which is Italian for 'All My Exes Live In Texas.';11;;;
Blue Collar;Designated Drunkard;"Rednecks don't let friends drive home drunk; they get drunk and ride with them.";8;;;
Blue Collar;The Salesman's Scoreboard;"A travelling salesman is out in the country selling his wares. He is in the middle of nowhere when his car breaks down, he leaves the car and starts walking and reaches a small farm house.  He knocks and  a middle aged man opens the door. 

The salesman asks him for a place to sleep in the night.  The farmer tells that he has only one room with a bed and on that he and his wife (who turns out be gorgeous) sleep.  So the salesman sleeps on the bed with the farmer and his lovely wife.    

In the middle of the night the farmer's wife gets horny and asks the salesman to come over to her side and f**k her!  The salesman points towards the snoring farmer and whispers, ''He'll wake up!'' 

The farmer's wife replies, ''He's a sound sleeper.  If you don't trust me pull a hair out of his ass and you will see that he won't wake up!''   

The salesman tries and the farmer does not wake up.  The salesman and the farmer's wife get into a f**king session.  They repeat the act several more times that night and the salesman plucks a hair out of the farmer's ass everytime he goes to f**k the wife. 

Finally the farmer wakes up and says, ''Hey, I don't mind you f**king my wife, but can you stop using my ass a scoreboard!?!''";123;;;
Blue Collar;Auggie Smith: Kansas Casinos;Apparently Kansas needs money, so they're going to open these casinos and then that tax revenue -- well, brother, that's just like planting a big, old, fat money seed, and then a money tree will grow. And then we'll just shake the money leaves out of the money tree because, obviously, this tax revenue is only coming from people that can afford it. I mean, my God, poor people would never gamble. They're great with money -- that's why they're poor.;45;;;
Blue Collar;Lisa Gopman: Hungry in L.A.;Out in L.A., when girls are hungry, they're like, 'Oh my God, I'm, like, really hungry. I could, like, totally go for, like, a tofu brussels sprout lettuce wrap.' I'm from Ohio. When I'm hungry, I'm like, 'I can really go for some cow right now, just a whole f**king cow.';27;;;
Blue Collar;The Ghost;"On a rainy night, three guys were driving through the countryside. Their car broke down, so they went to a nearby farm. The farmer said, ""I only have one spare room but two of you can sleep in other places."" So they went to the first place and said, ""Who wants to sleep under the clothes chute?"" The first guy said, ""I will."" So they went to the second place. The farmer said, ""Who wants to sleep above the chute?"" The second guy said, ""I will."" Then the third guy said, ""I guess I get the bedroom.""

Later that night, the second guy had to take a shit, so he s**t in some sheets and put it down the chute. The next morning, the third guy asked the second guy third guy asked the first guy how he slept, and he said, ""I slept fine except I saw a ghost and beat the s**t out of it.""";78;;;
Blue Collar;Randy Rooster;"A farmer buys a rooster to service his 200 hens. When he gets the rooster into the barnyard, he tells him, ""Randy, I want you to pace yourself now. You've got a lot of chickens to service here, and you cost me a lot of money. Have fun, but take your time.""

The farmer points him toward the henhouse and the rooster takes off like a shot.

WHAM! Randy nails every hen in the henhouse, three or four times. Randy runs out and sees a flock of geese down by the lake. WHAM! He nails all the geese. Randy runs to the pigpen, the cow pasture -- soon, he's been on every animal on the farm.

The farmer is distraught, worried that his expensive rooster won't even last the day.

Sure enough, the farmer wakes up the next morning to find Randy laid out flat in the middle of the yard, buzzards circling overhead.

The sad farmer shakes his head and says, ""Oh, Randy, I told you to pace yourself.""

Randy opens one eye, winks, and nods towards the sky, ""Shhh, they're getting closer.""";98;;;
Blue Collar;Redneck Marriage;"How can you tell if a redneck is married?


There is tobacco spit stains on BOTH sides of his pickup truck.";11;;;
Blue Collar;Ron White: Calling Home From the Road;I call her. She tells me my dog, Sluggo, just took a dump on the new carpet. I'm like, 'Shoot him.' She goes, 'That's just like you, Ron. I have a genuine problem, and you're being sarcastic.' 'Alright, honey, I'm sorry. Put the dog on the phone. I'll talk to him.';26;;;
Blue Collar;Inseminating Redneck Girls;"How do you get a redneck gal pregnant?  

Come on her shoes and let the flies do the   rest.";9;;;
Blue Collar;Jon Reep: Southern Accents;People think you're an idiot. I don't know where they get that idea. But when they hear my accent for the first time, I can tell they're looking at me and they're just waiting for me to say something like, 'What are shoes for?';23;;;
Blue Collar;Chuck Roy: New Hampshire White Boy Gang;They all think they're in a gang -- in New Hampshire. They're hanging out at the mall as if that were their 'hood. I'm like, 'Dude, you live in New Hampshire. How tough are you? Your 'hood is a cul-de-sac between Happy Lane and Pleasant Street, pal. You and your homeboys are cruising for bitches in the backseat of mom's minivan.';33;;;
Blue Collar;Redneck Drivers;"The U.S. Government decided to take an experiment to see what people say right before they get into an auto accident.
 89% of the people in 49 states said: ''Oh, s**t!'' 

In Texas 94% said: ''Hold my beer. Watch this.''";22;;;
Blue Collar;Cow Pat Lip Gloss;"An old cowhand came riding into town on a hot, dry, dusty day. The local sheriff watched from his chair in front of the saloon as the cowboy wearily dismounted and tied his horse to the rail. The cowboy then moved slowly to the back of his horse, lifted its tail, and placed a big kiss where the sun don't shine. He dropped the horse's tail, stepped up on the walk and aimed toward the swinging doors of the saloon.

""Hold on there, Mister,"" said the sheriff. ""Did I just see what I think I saw?""

""Reckon you did, Sheriff. I got me some powerful chapped lips."" 

""And that cures them?"" the Sheriff asked. 

""Nope, but it keeps me from lickin' 'em.""";65;;;
Blue Collar;Taking the Bait;"An old farmer is sitting on his front porch watching the sunrise when he sees the neighbor's kid walk by carrying a spool of something metallic under his arm. ""Hey boy, whatcha got there?""

""Chicken wire.""

""What you gonna do with that?""

""Gonna catch some chickens.""

""You damn fool! You can't catch chickens with chicken wire!"" says the old man.

The boy just laughs and keeps walking. That evening at sunset, the boy walks by, dragging behind him 30 chickens caught in the chicken wire.

The next morning, the old man sees the boy walk by carrying a shiny roll of something. ""Hey boy, whatcha got there?""

""Duct tape.""

""What you gonna do with that?""

""Gonna catch me some ducks.""

""You damn fool! You can't catch ducks with duct tape!""

The boy just laughs and keeps walking. That evening at sunset, the boy walks by, trailing behind him 30 ducks caught in a long trail of duct tape.

The next morning, the old man sees the boy walking by carrying a branch behind him. ""Hey boy, whatcha got there?""

""It's a pussy willow.""

""Wait up,"" says the old man. ""I'll get my hat!""";108;;;
